id,title,type,seasons,runtime,release_year,age_certification,description
ts73071,リルぷりっ,SHOW,1.0,23,2010,TV-PG,"Hime Chen! Otogi Chikku Idol Lilpri, also known as Lilpri, is a Japanese shōjo anime directed by Makoto Moriwaki. The anime was adapted from the Sega arcade game of the same name. It was also adapted into two manga series by Mai Jinna."
ts3358,Air Master,SHOW,1.0,26,2003,TV-14,"Air Master is a seinen manga written and illustrated by Yokusaru Shibata. The story focuses on Maki Aikawa, an ex-gymnast turned street fighter. The manga was serialized in the Hakusensha magazine Young Animal from 1997 to 2006 and has been collected into 28 tankōbon. A 27-episode anime adaptation was produced by Toei Animation and originally aired on Japan's Nippon Television from April 1 to September 23, 2003. The anime was licensed in North America through a partnership between Toei and Geneon Universal Entertainment. However, only a few episodes of the series were released in the region before the cancellation of the deal, which was due to the poor quality and large number of DVD returns to Geneon. Funimation Entertainment later bought the rights to the license and streamed the entire series on the company's official website."
ts23150,Modern Magic Made Simple,SHOW,1.0,24,2009,TV-MA,"In this world, magic is similar to quantum physics, and spells - on computer programs, and they are called the same - Codes. As with quantum physics, the magic - the inheritance of the few with an innate gift must be carefully developed through education and training. Adherents are divided into classical magicians who create code intuitive and modern magicians who use computers. These masters are highly valued because they are almost all - spell commercial success to time travel."
ts38342,Inukami!,SHOW,1.0,23,2006,nan,"Inukami are benevolent, dog-like beasts with great spiritual powers that can also take human form. Together with a clan of ""Inukami Users,"" they fight to vanquish evil. One such clan member, Keita Kawahira, is seen as a total loser. He doesn't take his job seriously, flirts with every woman he sees, and can't find a single Inukami willing to form a contract with him. Then, one day, he meets the Inukami ""Yoko."" She is beautiful, fearless, and powerful beyond compare, but also self-centered and uncontrollable."
ts25979,Hyakko,SHOW,1.0,24,2008,TV-PG,"Hyakko is a Japanese manga created by Haruaki Katō. It started serialization on Flex Comix's free web comic FlexComix Blood on January 16, 2007. An anime adaptation produced by Nippon Animation was first aired in October 2008 in Japan. An OVA was released on October 17, 2009."
ts45825,Pita Ten,SHOW,1.0,24,2002,TV-PG,"Kotarou starts out as pretty much your usual kid although he lives alone with his father, which forces him to take over some of the chores at home, such as cooking and cleaning. But what starts out as a usual morning changes drastically as he opens his front door to be confronted by a girl named Misha dressed in a voluminous dress and a tendency to shout rather than speak. Kotarou attempts to escape, but this new next-door neighbour is quite persistent... this is the beginning of Misha's stalking of Kotarou. Even though she is a Junior High School student she has chosen Kotarou as her victim and hounds him all day long."
ts30252,Kaitou Reinya,SHOW,1.0,3,2010,nan,"怪盗レーニャ (Phantom Thief Reinya) appears to be an ordinary girl working at a convenience store but that is nothing but a disguise for her secret identity as Phantom Thief Reinya. Together with her assistant Chūtarō in their secret hideout right below the local convenience store, Reinya hatches plans to steal various treasures made of gold. They face an incompetent trio of a perverted police inspector, a policewoman who is a natural airhead, and a detective totally infatuated with Reinya, all of them in a police station right beside Reinya's convenience store."
ts23469,Ristorante Paradiso,SHOW,1.0,22,2009,TV-14,"When she was a child, Nicoletta was taken in by her grandmother so that her mother could remarry. Now grown up, she leaves everything in the countryside behind to visit her mother and her mother's second husband, a ristorante owner. To her surprise, her stepfather did not know his wife had a daughter! Delicious food and dreamy gentlemen await at the ristorante, casetta dell'orso. For everyone who works there, a tender connection to the hearts of each visitor is spun, and the curtain raises on a story about these first-rate Italian gentlemen in spectacles."
ts29705,Zakuro,SHOW,1.0,24,2010,nan,"In an alternate Japan, humans and spirits coexist. To solve the problems that arise between the two, human lieutenants are partnered with half-spirit girls to form the Ministry of Spirit Affairs."
ts29888,Sound of the Sky,SHOW,1.0,24,2010,TV-14,"On the outskirts of the country of Helvetia rests the tranquil town of Seize. Upon its cobbled streets, citizens go about their daily lives, undisturbed by the increasingly tense military relations between Helvetia and the neighboring Roman Empire.

It is under these circumstances that the 1121st platoon of the Helvetian army, stationed at the Clocktower Fortress in Seize, receives a new recruit in the young and spirited Kanata Sorami. Having joined the military to fulfill her dream of learning to play the bugle, she excitedly accepts the tutelage of the Sergeant Major, Rio Kazumiya, who happens to be a skilled trumpeter. Working alongside them are the aloof mechanic, Noël Kannagi, the feisty gunner, Kureha Suminoya, and the compassionate Captain Felicia Heideman; together, they experience the beauty of life in Seize and the lasting joy of a community that has persevered in spite of the crumbling world around them."
ts9999,Eagle Talon,SHOW,3.0,9,2006,nan,"Eagle Talon is a Japanese Flash animation created by former Shimane Prefecture resident Ryo Ono and produced by DLE. The series turns the classic superhero formula on its head, making the ostensibly “evil” team of villains the protagonists of the story, and the traditional superhero of the series, Deluxe Fighter, a narcissistic and largely incapable bully."
ts60066,Soul Link,SHOW,1.0,25,2006,nan,Aizawa and his classmates of the Central Military Academy must find their way back to Earth after a terrorist attack.
ts4514,Chance Pop Session,SHOW,1.0,24,2001,TV-14,"Three young girls, strangers to each other, share an instinctual passion and talent for music. Brought together from distinctly different worlds, they meet by chance at the concert of their idol. The concert strikes a chord in each of their hearts and unites them with a common dream of stardom. The girls each enroll in the same music school and are brought together again in a special class for exceptional talent. As their voices come together in harmony, the girls realize that they share more than just a passion for song.

A mysterious blue stone, a hauntingly beautiful meoldy... what do these traces of the past have to do with the uncertain future of this gifted trio?"
ts17411,Demonbane,SHOW,1.0,23,2006,nan,Arkham City is being terrified by the dreadful crime organization called the Black Lodge. The War between Demonbane and Masterterion has just begun!
ts15147,Blassreiter,SHOW,1.0,24,2008,TV-MA,"Blassreiter is a 2008 Japanese anime from the animation studio Gonzo and the multimedia studio Nitro+. The title is pseudo-German and literally means ""Pale Rider"". A manga titled Blassreiter -genetic- also exists and is serialized in Champion Red magazine.

Along with The Tower of Druaga: The Aegis of Uruk, and later Strike Witches, this series was officially broadcast with English subtitles on the video websites YouTube, Crunchyroll, and BOST TV. As of April 9, 2012, the full English dub of the series is available on YouTube. It has been licensed for a North American release by Funimation Entertainment."
